timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_battery_pct,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,inkbird_internal_1_raw_f,inkbird_internal_2_raw_f,inkbird_internal_3_raw_f,inkbird_internal_4_raw_f,inkbird_ambient_raw_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-18T17:07:08.906+00:00,0.008,manual,Manual cook,temp,2100,89.2,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:09.691+00:00,0.794,manual,Manual cook,temp,2100,76.6,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:10.691+00:00,1.793,manual,Manual cook,temp,2100,76.6,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:11.191+00:00,2.294,manual,Manual cook,temp,2100,79.7,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:11.691+00:00,2.794,manual,Manual cook,temp,3000,75.7,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:12.691+00:00,3.793,manual,Manual cook,temp,3000,80.2,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:13.191+00:00,4.294,manual,Manual cook,temp,3000,80.2,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:14.191+00:00,5.294,manual,Manual cook,temp,3000,80.2,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:15.191+00:00,6.293,manual,Manual cook,temp,3000,80.2,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
2026-09-18T17:07:15.692+00:00,6.794,manual,Manual cook,temp,3000,79.2,,esp32,,0,,,,,,,,,,,,1,375.0,0.0,0.0,0,NONE
