timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-16T23:32:38.521+00:00,0.012,manual,Manual cook,temp,1200,105.3,71.34,inkbird_lowest_internal,78.3,1,71.46,71.59,71.55,71.34,71.6,1,375.0,0.0,0.0,0,NONE
2026-09-16T23:32:39.449+00:00,0.941,manual,Manual cook,temp,1200,96.8,71.34,inkbird_lowest_internal,78.3,1,71.46,71.59,71.55,71.34,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:40.449+00:00,1.940,manual,Manual cook,temp,1200,96.3,71.34,inkbird_lowest_internal,78.3,1,71.46,71.59,71.55,71.34,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:40.949+00:00,2.440,manual,Manual cook,temp,1200,97.2,71.37,inkbird_lowest_internal,77.9,1,71.46,71.59,71.55,71.37,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:41.450+00:00,2.941,manual,Manual cook,temp,1200,98.2,71.37,inkbird_lowest_internal,78.3,1,71.46,71.59,71.55,71.37,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:42.449+00:00,3.940,manual,Manual cook,temp,1200,99.9,71.37,inkbird_lowest_internal,77.9,1,71.46,71.59,71.55,71.37,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:42.950+00:00,4.442,manual,Manual cook,temp,1900,100.4,71.37,inkbird_lowest_internal,78.3,1,71.46,71.59,71.55,71.37,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:43.479+00:00,4.970,manual,Manual cook,temp,2950,97.2,71.37,inkbird_lowest_internal,77.9,1,71.46,71.59,71.55,71.37,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:44.017+00:00,5.509,manual,Manual cook,temp,1250,96.3,71.37,inkbird_lowest_internal,78.3,1,71.46,71.59,71.55,71.37,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:44.589+00:00,6.081,manual,Manual cook,temp,1350,107.2,71.37,inkbird_lowest_internal,77.9,1,71.46,71.59,71.55,71.37,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:45.103+00:00,6.594,manual,Manual cook,temp,2900,104.9,71.44,inkbird_lowest_internal,78.3,1,71.52,71.62,71.57,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:45.949+00:00,7.441,manual,Manual cook,temp,3000,99.9,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.57,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:46.450+00:00,7.941,manual,Manual cook,temp,3000,101.3,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.57,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:46.950+00:00,8.441,manual,Manual cook,temp,2700,103.6,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.57,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:47.482+00:00,8.973,manual,Manual cook,temp,1450,111.7,71.44,inkbird_lowest_internal,78.3,1,71.52,71.62,71.57,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:47.999+00:00,9.490,manual,Manual cook,temp,1400,114.3,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.57,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:48.521+00:00,10.012,manual,Manual cook,temp,2250,113.9,71.44,inkbird_lowest_internal,78.3,1,71.52,71.62,71.57,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:49.091+00:00,10.583,manual,Manual cook,temp,2600,113.9,71.44,inkbird_lowest_internal,77.4,1,71.52,71.62,71.58,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:49.949+00:00,11.440,manual,Manual cook,temp,2650,113.9,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.58,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:50.450+00:00,11.941,manual,Manual cook,temp,2650,115.2,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.58,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:51.449+00:00,12.941,manual,Manual cook,temp,2650,118.4,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.58,71.44,71.6,1,375.0,100.0,0.0,0,NONE
2026-09-16T23:32:51.951+00:00,13.442,manual,Manual cook,temp,2650,119.7,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.58,71.44,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:32:52.950+00:00,14.442,manual,Manual cook,temp,2650,122.0,71.44,inkbird_lowest_internal,78.3,1,71.52,71.62,71.58,71.44,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:32:53.956+00:00,15.447,manual,Manual cook,temp,2650,124.2,71.44,inkbird_lowest_internal,77.9,1,71.52,71.62,71.58,71.44,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:32:54.956+00:00,16.447,manual,Manual cook,temp,2650,126.9,71.45,inkbird_lowest_internal,77.4,1,71.52,71.62,71.61,71.45,71.6,1,375.0,100.0,100.0,0,NONE
