timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_battery_pct,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,inkbird_internal_1_raw_f,inkbird_internal_2_raw_f,inkbird_internal_3_raw_f,inkbird_internal_4_raw_f,inkbird_ambient_raw_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-24T17:30:02.037+00:00,0.008,manual,Manual cook,temp,0,153.1,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,1,NONE
2026-09-24T17:30:03.003+00:00,0.973,manual,Manual cook,temp,0,153.5,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,1,NONE
2026-09-24T17:30:03.828+00:00,1.799,manual,Manual cook,temp,0,153.5,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,0,NONE
2026-09-24T17:30:04.503+00:00,2.473,manual,Manual cook,temp,1950,152.6,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,0,NONE
2026-09-24T17:30:05.004+00:00,2.975,manual,Manual cook,temp,1950,132.8,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,0,NONE
2026-09-24T17:30:05.908+00:00,3.879,manual,Manual cook,temp,0,136.9,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,1,NONE
2026-09-24T17:30:06.503+00:00,4.473,manual,Manual cook,temp,0,153.1,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,1,NONE
2026-09-24T17:30:07.003+00:00,4.973,manual,Manual cook,temp,0,152.6,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,1,NONE
2026-09-24T17:30:08.002+00:00,5.973,manual,Manual cook,temp,0,153.5,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,1,NONE
2026-09-24T17:30:08.503+00:00,6.473,manual,Manual cook,temp,0,152.6,,esp32,,0,,,,,,,,,,,,0,375.0,0.0,0.0,1,NONE
2026-09-24T17:30:09.503+00:00,7.473,manual,Manual cook,temp,1950,142.7,,esp32,,0,,,,,,,,,,,,1,375.0,3.0,0.0,0,NONE
2026-09-24T17:30:10.003+00:00,7.973,manual,Manual cook,temp,1950,153.1,,esp32,,0,,,,,,,,,,,,1,375.0,23.0,0.0,0,NONE
2026-09-24T17:30:10.503+00:00,8.474,manual,Manual cook,temp,1950,140.4,,esp32,,0,,,,,,,,,,,,1,375.0,43.0,0.0,0,NONE
2026-09-24T17:30:11.503+00:00,9.474,manual,Manual cook,temp,1950,140.9,,esp32,,0,,,,,,,,,,,,1,375.0,83.0,0.0,0,NONE
2026-09-24T17:30:12.004+00:00,9.974,manual,Manual cook,temp,1950,142.7,,esp32,,0,,,,,,,,,,,,1,375.0,100.0,0.0,0,NONE
