timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-16T23:31:14.514+00:00,0.011,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,77.4,1,71.43,71.55,71.48,71.16,71.6,1,375.0,0.0,0.0,0,NONE
2026-09-16T23:31:15.452+00:00,0.949,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:16.450+00:00,1.948,manual,Manual cook,temp,0,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,0,375.0,0.0,0.0,1,NONE
2026-09-16T23:31:16.951+00:00,2.448,manual,Manual cook,temp,0,104.9,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,0,375.0,0.0,0.0,1,NONE
2026-09-16T23:31:17.451+00:00,2.949,manual,Manual cook,temp,2100,106.2,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:17.952+00:00,3.449,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:18.951+00:00,4.449,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:19.451+00:00,4.949,manual,Manual cook,temp,2100,106.2,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:19.951+00:00,5.449,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:20.951+00:00,6.449,manual,Manual cook,temp,2100,107.2,71.16,inkbird_lowest_internal,78.8,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:21.451+00:00,6.949,manual,Manual cook,temp,2100,107.2,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:21.951+00:00,7.449,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:22.452+00:00,7.949,manual,Manual cook,temp,2100,105.8,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:23.451+00:00,8.949,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:23.951+00:00,9.449,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:24.452+00:00,9.949,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.8,1,71.43,71.55,71.46,71.16,71.6,1,375.0,100.0,100.0,0,NONE
