timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_battery_pct,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,inkbird_internal_1_raw_f,inkbird_internal_2_raw_f,inkbird_internal_3_raw_f,inkbird_internal_4_raw_f,inkbird_ambient_raw_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-17T23:30:56.069+00:00,0.009,manual,Manual cook,temp,2100,78.8,70.64,inkbird_lowest_internal,,1,80,71.44,71.34,71.23,70.64,69.8,71.24,71.34,71.33,71.24,69.8,1,375.0,0.0,0.0,0,NONE
2026-09-17T23:30:56.922+00:00,0.862,manual,Manual cook,temp,2100,78.3,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:30:57.922+00:00,1.862,manual,Manual cook,temp,2100,78.3,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:30:58.922+00:00,2.862,manual,Manual cook,temp,2100,78.3,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:30:59.422+00:00,3.362,manual,Manual cook,temp,2100,79.2,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:00.422+00:00,4.362,manual,Manual cook,temp,2100,78.3,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:01.422+00:00,5.362,manual,Manual cook,temp,2100,78.3,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:02.422+00:00,6.362,manual,Manual cook,temp,2100,78.3,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:02.922+00:00,6.862,manual,Manual cook,temp,2100,78.3,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:03.422+00:00,7.362,manual,Manual cook,temp,2100,78.8,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:04.422+00:00,8.362,manual,Manual cook,temp,2100,79.2,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:05.422+00:00,9.362,manual,Manual cook,temp,2100,77.9,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,375.0,100.0,100.0,0,NONE
2026-09-17T23:31:06.150+00:00,10.090,manual,Manual cook,idle,0,79.2,70.64,inkbird_lowest_internal,,1,80,71.46,71.34,71.23,70.64,69.8,71.26,71.34,71.33,71.24,69.8,1,,0.0,0.0,0,STOPPED
