timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_battery_pct,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,inkbird_internal_1_raw_f,inkbird_internal_2_raw_f,inkbird_internal_3_raw_f,inkbird_internal_4_raw_f,inkbird_ambient_raw_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-18T17:10:31.280+00:00,0.007,routine,Adaptive thermal response carryover,duty,1500,86.0,,esp32,,0,,,,,,,,,,,,1,,0.0,0.0,0,NONE
2026-09-18T17:10:32.184+00:00,0.911,routine,Adaptive thermal response carryover,duty,1500,76.6,,esp32,,0,,,,,,,,,,,,1,,0.0,0.0,0,NONE
2026-09-18T17:10:33.185+00:00,1.912,routine,Adaptive thermal response carryover,duty,1500,77.0,,esp32,,0,,,,,,,,,,,,1,,0.0,0.0,0,NONE
2026-09-18T17:10:34.184+00:00,2.911,routine,Adaptive thermal response carryover,duty,1500,77.0,,esp32,,1,79,,,,,,,,,,,1,,0.0,0.0,0,NONE
2026-09-18T17:10:34.685+00:00,3.411,routine,Adaptive thermal response carryover,duty,1500,77.4,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
2026-09-18T17:10:35.684+00:00,4.411,routine,Adaptive thermal response carryover,duty,1500,78.3,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
2026-09-18T17:10:36.684+00:00,5.411,routine,Adaptive thermal response carryover,duty,1500,77.4,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
2026-09-18T17:10:37.684+00:00,6.411,routine,Adaptive thermal response carryover,duty,1500,77.9,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
2026-09-18T17:10:38.684+00:00,7.411,routine,Adaptive thermal response carryover,duty,1500,77.9,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
2026-09-18T17:10:39.684+00:00,8.411,routine,Adaptive thermal response carryover,duty,1500,77.0,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
2026-09-18T17:10:40.684+00:00,9.411,routine,Adaptive thermal response carryover,duty,1500,77.4,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
2026-09-18T17:10:41.684+00:00,10.411,routine,Adaptive thermal response carryover,duty,1500,77.0,42.09,inkbird_lowest_internal,,1,70,42.17,42.09,42.61,44.16,64.4,41.97,42.09,42.71,44.36,64.4,1,,0.0,0.0,0,NONE
