timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-17T13:05:46.849+00:00,0.013,manual,Manual cook,temp,2100,75.7,72.16,inkbird_lowest_internal,,1,72.4,72.24,72.33,72.16,71.6,1,375.0,0.0,0.0,0,NONE
2026-09-17T13:05:47.463+00:00,0.626,manual,Manual cook,temp,2100,75.7,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:47.963+00:00,1.126,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:48.963+00:00,2.126,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:49.463+00:00,2.626,manual,Manual cook,temp,2100,76.1,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:50.462+00:00,3.625,manual,Manual cook,temp,2100,75.7,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:50.962+00:00,4.126,manual,Manual cook,temp,2100,75.7,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:51.463+00:00,4.626,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:52.462+00:00,5.625,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:52.962+00:00,6.126,manual,Manual cook,temp,2100,76.1,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:53.463+00:00,6.626,manual,Manual cook,temp,2100,76.1,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:53.963+00:00,7.126,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:54.962+00:00,8.126,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:55.962+00:00,9.125,manual,Manual cook,temp,2100,75.7,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:56.962+00:00,10.125,manual,Manual cook,temp,2100,75.7,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:57.462+00:00,10.626,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:57.963+00:00,11.126,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:58.962+00:00,12.125,manual,Manual cook,temp,2100,76.1,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:59.462+00:00,12.626,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:05:59.962+00:00,13.126,manual,Manual cook,temp,2100,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-17T13:06:00.890+00:00,14.054,manual,Manual cook,idle,0,76.6,72.16,inkbird_lowest_internal,,1,72.33,72.19,72.29,72.16,71.6,1,,0.0,0.0,0,STOPPED
