timestamp_utc,elapsed_s,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-16T22:13:38.650+00:00,7.551,temp,0,85.1,77.69,inkbird_lowest_internal,75.2,1,78.65,78.42,78.65,77.69,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:39.150+00:00,8.051,temp,0,84.7,77.69,inkbird_lowest_internal,76.1,1,78.65,78.42,78.65,77.69,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:40.149+00:00,9.050,temp,0,85.6,77.59,inkbird_lowest_internal,76.6,1,78.53,78.33,78.53,77.59,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:40.649+00:00,9.550,temp,0,85.6,77.59,inkbird_lowest_internal,75.7,1,78.53,78.33,78.53,77.59,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:41.150+00:00,10.050,temp,0,85.6,77.59,inkbird_lowest_internal,76.1,1,78.53,78.33,78.53,77.59,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:42.148+00:00,11.049,temp,0,85.1,77.54,inkbird_lowest_internal,74.7,1,78.41,78.27,78.41,77.54,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:42.648+00:00,11.549,temp,0,84.7,77.54,inkbird_lowest_internal,76.1,1,78.41,78.27,78.41,77.54,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:43.148+00:00,12.049,temp,0,85.6,77.54,inkbird_lowest_internal,76.1,1,78.41,78.27,78.41,77.54,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:43.649+00:00,12.549,temp,0,86.0,77.42,inkbird_lowest_internal,76.1,1,78.3,78.15,78.3,77.42,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:44.647+00:00,13.548,temp,0,85.1,77.42,inkbird_lowest_internal,76.1,1,78.3,78.15,78.3,77.42,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:45.148+00:00,14.049,temp,0,85.1,77.42,inkbird_lowest_internal,74.7,1,78.3,78.15,78.3,77.42,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:45.648+00:00,14.549,temp,0,85.1,77.31,inkbird_lowest_internal,76.1,1,78.19,78.04,78.19,77.31,75.2,0,400.0,0.0,0.0,1,NONE
2026-09-16T22:13:46.647+00:00,15.548,temp,3000,84.2,77.31,inkbird_lowest_internal,76.1,1,78.19,78.04,78.19,77.31,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:47.147+00:00,16.048,temp,3000,75.2,77.31,inkbird_lowest_internal,76.1,1,78.19,78.04,78.19,77.31,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:48.147+00:00,17.048,temp,3000,73.8,77.2,inkbird_lowest_internal,75.7,1,78.07,77.95,78.08,77.2,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:48.647+00:00,17.548,temp,3000,71.6,77.2,inkbird_lowest_internal,76.1,1,78.07,77.95,78.08,77.2,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:49.646+00:00,18.547,temp,3000,70.7,77.11,inkbird_lowest_internal,76.1,1,77.96,77.89,77.97,77.11,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:50.146+00:00,19.047,temp,3000,72.9,77.11,inkbird_lowest_internal,75.7,1,77.96,77.89,77.97,77.11,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:50.647+00:00,19.547,temp,3000,74.7,77.11,inkbird_lowest_internal,75.7,1,77.96,77.89,77.97,77.11,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:51.147+00:00,20.048,temp,3000,75.7,77.11,inkbird_lowest_internal,76.1,1,77.96,77.89,77.97,77.11,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:52.146+00:00,21.047,temp,3000,78.3,77.06,inkbird_lowest_internal,76.6,1,77.96,77.77,77.88,77.06,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:52.646+00:00,21.547,temp,3000,78.3,77.06,inkbird_lowest_internal,76.1,1,77.96,77.77,77.88,77.06,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:53.646+00:00,22.547,temp,3000,81.1,76.95,inkbird_lowest_internal,75.7,1,77.82,77.67,77.83,76.95,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:54.645+00:00,23.546,temp,3000,85.1,76.95,inkbird_lowest_internal,76.1,1,77.82,77.67,77.83,76.95,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:55.145+00:00,24.046,temp,3000,85.1,76.95,inkbird_lowest_internal,76.1,1,77.82,77.67,77.83,76.95,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:55.645+00:00,24.546,temp,3000,86.0,76.84,inkbird_lowest_internal,75.7,1,77.7,77.63,77.71,76.84,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:56.145+00:00,25.046,temp,3000,87.8,76.84,inkbird_lowest_internal,76.1,1,77.7,77.63,77.71,76.84,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:57.144+00:00,26.045,temp,3000,90.5,76.84,inkbird_lowest_internal,75.7,1,77.7,77.63,77.71,76.84,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:57.644+00:00,26.545,temp,3000,92.3,76.74,inkbird_lowest_internal,75.7,1,77.58,77.51,77.6,76.74,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:58.144+00:00,27.045,temp,3000,92.7,76.74,inkbird_lowest_internal,75.7,1,77.58,77.51,77.6,76.74,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:59.144+00:00,28.045,temp,3000,95.4,76.74,inkbird_lowest_internal,76.1,1,77.58,77.51,77.6,76.74,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:13:59.644+00:00,28.545,temp,3000,97.2,76.7,inkbird_lowest_internal,75.7,1,77.58,77.51,77.49,76.7,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:00.144+00:00,29.045,temp,3000,98.2,76.7,inkbird_lowest_internal,75.7,1,77.58,77.51,77.49,76.7,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:01.143+00:00,30.044,temp,3000,100.4,76.7,inkbird_lowest_internal,76.1,1,77.58,77.51,77.49,76.7,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:01.643+00:00,30.544,temp,3000,101.7,76.57,inkbird_lowest_internal,75.7,1,77.43,77.37,77.4,76.57,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:02.144+00:00,31.045,temp,3000,104.0,76.57,inkbird_lowest_internal,75.7,1,77.43,77.37,77.4,76.57,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:03.143+00:00,32.044,temp,3000,106.7,76.57,inkbird_lowest_internal,76.1,1,77.43,77.37,77.4,76.57,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:03.643+00:00,32.544,temp,3000,106.2,76.47,inkbird_lowest_internal,75.7,1,77.32,77.27,77.35,76.47,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:04.143+00:00,33.044,temp,3000,109.4,76.47,inkbird_lowest_internal,76.1,1,77.32,77.27,77.35,76.47,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:05.142+00:00,34.043,temp,3000,111.7,76.47,inkbird_lowest_internal,76.1,1,77.32,77.27,77.35,76.47,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:05.642+00:00,34.543,temp,3000,113.0,76.37,inkbird_lowest_internal,75.7,1,77.21,77.17,77.24,76.37,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:06.143+00:00,35.044,temp,3000,113.0,76.37,inkbird_lowest_internal,75.7,1,77.21,77.17,77.24,76.37,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:07.142+00:00,36.043,temp,3000,117.5,76.37,inkbird_lowest_internal,76.1,1,77.21,77.17,77.24,76.37,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:07.642+00:00,36.543,temp,3000,118.4,76.28,inkbird_lowest_internal,75.7,1,77.1,77.13,77.14,76.28,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:08.142+00:00,37.043,temp,3000,120.2,76.28,inkbird_lowest_internal,76.1,1,77.1,77.13,77.14,76.28,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:09.141+00:00,38.042,temp,3000,123.3,76.28,inkbird_lowest_internal,76.1,1,77.1,77.13,77.14,76.28,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:09.641+00:00,38.542,temp,3000,124.2,76.24,inkbird_lowest_internal,76.1,1,77.1,77.13,77.1,76.24,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:10.141+00:00,39.042,temp,3000,126.1,76.24,inkbird_lowest_internal,76.1,1,77.1,77.13,77.1,76.24,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:10.642+00:00,39.542,temp,3000,127.4,76.24,inkbird_lowest_internal,77.0,1,77.1,77.13,77.1,76.24,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:11.142+00:00,40.043,temp,3000,129.2,76.24,inkbird_lowest_internal,76.6,1,77.1,77.13,77.1,76.24,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:12.141+00:00,41.042,temp,3000,130.6,76.14,inkbird_lowest_internal,76.1,1,76.96,76.99,76.98,76.14,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:12.641+00:00,41.542,temp,3000,133.3,76.14,inkbird_lowest_internal,76.1,1,76.96,76.99,76.98,76.14,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:13.640+00:00,42.541,temp,3000,134.6,76.11,inkbird_lowest_internal,75.7,1,76.85,76.88,76.89,76.11,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:14.141+00:00,43.041,temp,3000,137.3,76.11,inkbird_lowest_internal,75.7,1,76.85,76.88,76.89,76.11,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:14.641+00:00,43.542,temp,3000,137.8,76.11,inkbird_lowest_internal,76.1,1,76.85,76.88,76.89,76.11,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:15.640+00:00,44.541,temp,3000,139.6,76.0,inkbird_lowest_internal,76.1,1,76.85,76.88,76.85,76.0,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:16.640+00:00,45.541,temp,3000,143.1,76.0,inkbird_lowest_internal,76.6,1,76.85,76.88,76.85,76.0,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:17.140+00:00,46.041,temp,3000,145.4,76.0,inkbird_lowest_internal,76.6,1,76.85,76.88,76.85,76.0,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:17.640+00:00,46.541,temp,3000,146.3,75.92,inkbird_lowest_internal,75.7,1,76.72,76.75,76.75,75.92,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:18.140+00:00,47.041,temp,3000,147.6,75.92,inkbird_lowest_internal,76.1,1,76.72,76.75,76.75,75.92,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:19.140+00:00,48.040,temp,3000,150.8,75.92,inkbird_lowest_internal,75.7,1,76.72,76.75,76.75,75.92,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:19.640+00:00,48.541,temp,3000,152.1,75.88,inkbird_lowest_internal,76.1,1,76.61,76.66,76.7,75.88,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:20.140+00:00,49.041,temp,3000,153.1,75.88,inkbird_lowest_internal,75.7,1,76.61,76.66,76.7,75.88,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:20.640+00:00,49.541,temp,3000,154.9,75.88,inkbird_lowest_internal,76.1,1,76.61,76.66,76.7,75.88,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:21.639+00:00,50.540,temp,3000,158.0,75.79,inkbird_lowest_internal,76.1,1,76.61,76.62,76.59,75.79,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:22.139+00:00,51.040,temp,3000,159.4,75.79,inkbird_lowest_internal,76.1,1,76.61,76.62,76.59,75.79,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:22.639+00:00,51.540,temp,3000,159.8,75.79,inkbird_lowest_internal,75.2,1,76.61,76.62,76.59,75.79,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:23.140+00:00,52.041,temp,3000,161.1,75.79,inkbird_lowest_internal,75.7,1,76.61,76.62,76.59,75.79,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:23.640+00:00,52.541,temp,3000,162.9,75.76,inkbird_lowest_internal,76.1,1,76.49,76.52,76.5,75.76,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:24.639+00:00,53.540,temp,3000,165.2,75.76,inkbird_lowest_internal,76.1,1,76.49,76.52,76.5,75.76,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:25.139+00:00,54.040,temp,3000,166.1,75.76,inkbird_lowest_internal,74.7,1,76.49,76.52,76.5,75.76,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:26.139+00:00,55.039,temp,3000,169.7,75.66,inkbird_lowest_internal,76.1,1,76.49,76.52,76.47,75.66,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:26.639+00:00,55.540,temp,3000,169.7,75.66,inkbird_lowest_internal,76.1,1,76.49,76.52,76.47,75.66,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:27.638+00:00,56.539,temp,3000,172.9,75.62,inkbird_lowest_internal,76.1,1,76.35,76.41,76.36,75.62,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:28.139+00:00,57.040,temp,3000,173.8,75.62,inkbird_lowest_internal,76.1,1,76.35,76.41,76.36,75.62,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:28.639+00:00,57.540,temp,3000,174.6,75.62,inkbird_lowest_internal,76.1,1,76.35,76.41,76.36,75.62,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:29.139+00:00,58.040,temp,3000,177.4,75.62,inkbird_lowest_internal,76.1,1,76.35,76.41,76.36,75.62,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:30.138+00:00,59.039,temp,3000,179.1,75.51,inkbird_lowest_internal,75.7,1,76.24,76.32,76.28,75.51,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:30.639+00:00,59.540,temp,3000,180.9,75.51,inkbird_lowest_internal,76.1,1,76.24,76.32,76.28,75.51,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:31.139+00:00,60.040,temp,3000,181.9,75.51,inkbird_lowest_internal,76.6,1,76.24,76.32,76.28,75.51,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:32.138+00:00,61.039,temp,3000,183.2,75.43,inkbird_lowest_internal,76.1,1,76.24,76.28,76.24,75.43,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:32.638+00:00,61.539,temp,3000,184.6,75.43,inkbird_lowest_internal,76.1,1,76.24,76.28,76.24,75.43,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:33.638+00:00,62.539,temp,3000,186.4,75.39,inkbird_lowest_internal,76.1,1,76.11,76.19,76.15,75.39,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:34.138+00:00,63.039,temp,3000,188.6,75.39,inkbird_lowest_internal,76.1,1,76.11,76.19,76.15,75.39,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:34.639+00:00,63.540,temp,3000,189.5,75.39,inkbird_lowest_internal,75.7,1,76.11,76.19,76.15,75.39,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:35.638+00:00,64.539,temp,3000,191.8,75.3,inkbird_lowest_internal,75.7,1,76.11,76.15,76.11,75.3,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:36.138+00:00,65.039,temp,3000,193.1,75.3,inkbird_lowest_internal,76.1,1,76.11,76.15,76.11,75.3,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:37.138+00:00,66.039,temp,3000,195.8,75.3,inkbird_lowest_internal,76.1,1,76.11,76.15,76.11,75.3,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:37.638+00:00,66.539,temp,3000,196.7,75.26,inkbird_lowest_internal,76.1,1,75.98,76.07,76.01,75.26,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:38.638+00:00,67.539,temp,3000,198.5,75.26,inkbird_lowest_internal,76.6,1,75.98,76.07,76.01,75.26,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:39.138+00:00,68.039,temp,3000,199.9,75.26,inkbird_lowest_internal,76.1,1,75.98,76.07,76.01,75.26,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:39.638+00:00,68.539,temp,3000,201.6,75.17,inkbird_lowest_internal,75.7,1,75.98,76.02,75.93,75.17,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:40.637+00:00,69.538,temp,3000,203.9,75.17,inkbird_lowest_internal,76.1,1,75.98,76.02,75.93,75.17,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:41.138+00:00,70.039,temp,3000,203.0,75.17,inkbird_lowest_internal,75.7,1,75.98,76.02,75.93,75.17,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:42.138+00:00,71.039,temp,3000,207.1,75.12,inkbird_lowest_internal,76.1,1,75.84,75.93,75.89,75.12,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:42.638+00:00,71.539,temp,3000,207.1,75.12,inkbird_lowest_internal,76.1,1,75.84,75.93,75.89,75.12,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:43.637+00:00,72.538,temp,3000,210.2,75.03,inkbird_lowest_internal,75.7,1,75.84,75.91,75.81,75.03,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:44.138+00:00,73.039,temp,3000,210.6,75.03,inkbird_lowest_internal,75.7,1,75.84,75.91,75.81,75.03,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:44.638+00:00,73.539,temp,3000,211.6,75.03,inkbird_lowest_internal,75.7,1,75.84,75.91,75.81,75.03,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:45.637+00:00,74.538,temp,3000,213.8,75.0,inkbird_lowest_internal,75.7,1,75.71,75.82,75.78,75.0,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:46.138+00:00,75.039,temp,3000,214.7,75.0,inkbird_lowest_internal,76.1,1,75.71,75.82,75.78,75.0,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:46.638+00:00,75.539,temp,3000,216.1,75.0,inkbird_lowest_internal,76.1,1,75.71,75.82,75.78,75.0,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:47.637+00:00,76.538,temp,3000,217.9,74.91,inkbird_lowest_internal,75.7,1,75.71,75.79,75.69,74.91,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:48.138+00:00,77.038,temp,3000,217.9,74.91,inkbird_lowest_internal,75.7,1,75.71,75.79,75.69,74.91,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:48.638+00:00,77.539,temp,3000,219.6,74.91,inkbird_lowest_internal,76.6,1,75.71,75.79,75.69,74.91,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:49.637+00:00,78.538,temp,3000,222.4,74.88,inkbird_lowest_internal,75.2,1,75.59,75.7,75.66,74.88,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:50.138+00:00,79.038,temp,3000,223.3,74.88,inkbird_lowest_internal,75.7,1,75.59,75.7,75.66,74.88,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:50.638+00:00,79.539,temp,3000,224.1,74.88,inkbird_lowest_internal,75.2,1,75.59,75.7,75.66,74.88,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:51.637+00:00,80.538,temp,3000,225.5,74.79,inkbird_lowest_internal,76.1,1,75.59,75.67,75.57,74.79,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:52.138+00:00,81.039,temp,3000,226.4,74.79,inkbird_lowest_internal,75.7,1,75.59,75.67,75.57,74.79,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:53.137+00:00,82.038,temp,3000,227.3,74.79,inkbird_lowest_internal,76.1,1,75.59,75.67,75.57,74.79,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:53.637+00:00,82.538,temp,3000,229.6,74.77,inkbird_lowest_internal,75.7,1,75.45,75.59,75.55,74.77,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:54.138+00:00,83.039,temp,3000,230.0,74.77,inkbird_lowest_internal,75.7,1,75.45,75.59,75.55,74.77,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:54.638+00:00,83.539,temp,3000,231.4,74.77,inkbird_lowest_internal,75.2,1,75.45,75.59,75.55,74.77,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:55.637+00:00,84.538,temp,3000,232.7,74.69,inkbird_lowest_internal,75.7,1,75.45,75.57,75.46,74.69,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:56.137+00:00,85.038,temp,3000,233.1,74.69,inkbird_lowest_internal,76.1,1,75.45,75.57,75.46,74.69,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:56.638+00:00,85.539,temp,3000,234.1,74.69,inkbird_lowest_internal,75.7,1,75.45,75.57,75.46,74.69,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:57.637+00:00,86.538,temp,3000,235.4,74.67,inkbird_lowest_internal,75.7,1,75.34,75.49,75.42,74.67,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:58.138+00:00,87.038,temp,3000,236.8,74.67,inkbird_lowest_internal,75.7,1,75.34,75.49,75.42,74.67,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:58.638+00:00,87.539,temp,3000,237.6,74.67,inkbird_lowest_internal,75.7,1,75.34,75.49,75.42,74.67,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:14:59.638+00:00,88.539,temp,3000,239.4,74.65,inkbird_lowest_internal,75.7,1,75.34,75.47,75.35,74.65,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:00.138+00:00,89.039,temp,3000,240.8,74.65,inkbird_lowest_internal,75.7,1,75.34,75.47,75.35,74.65,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:01.137+00:00,90.038,temp,3000,242.1,74.65,inkbird_lowest_internal,76.1,1,75.34,75.47,75.35,74.65,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:01.638+00:00,90.539,temp,3000,242.1,74.56,inkbird_lowest_internal,75.7,1,75.23,75.38,75.31,74.56,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:02.637+00:00,91.538,temp,3000,244.4,74.56,inkbird_lowest_internal,76.1,1,75.23,75.38,75.31,74.56,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:03.137+00:00,92.038,temp,3000,245.8,74.56,inkbird_lowest_internal,75.7,1,75.23,75.38,75.31,74.56,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:03.638+00:00,92.538,temp,3000,246.2,74.54,inkbird_lowest_internal,76.1,1,75.23,75.38,75.31,74.54,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:04.138+00:00,93.039,temp,3000,246.2,74.54,inkbird_lowest_internal,75.7,1,75.23,75.38,75.31,74.54,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:05.138+00:00,94.039,temp,3000,248.4,74.54,inkbird_lowest_internal,75.7,1,75.23,75.38,75.31,74.54,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:05.638+00:00,94.539,temp,3000,249.8,74.47,inkbird_lowest_internal,76.1,1,75.12,75.34,75.21,74.47,75.2,1,400.0,100.0,0.0,0,NONE
2026-09-16T22:15:06.138+00:00,95.039,temp,3000,249.8,74.47,inkbird_lowest_internal,76.1,1,75.12,75.34,75.21,74.47,75.2,1,400.0,100.0,0.0,0,NONE
