timestamp_utc,elapsed_s,cook_type,cook_name,mode,fan_speed_rpm,chamber_temp_f,effective_probe_temp_f,probe_source,esp32_probe_temp_f,inkbird_connected,inkbird_internal_1_f,inkbird_internal_2_f,inkbird_internal_3_f,inkbird_internal_4_f,inkbird_ambient_f,drawer_closed,set_temperature_f,top_heater_duty_pct,bottom_heater_duty_pct,paused,fault
2026-09-16T23:31:03.790+00:00,0.012,manual,Manual cook,temp,2100,107.2,71.19,inkbird_lowest_internal,77.0,1,71.47,71.57,71.5,71.19,71.6,1,375.0,0.0,0.0,0,NONE
2026-09-16T23:31:04.451+00:00,0.673,manual,Manual cook,temp,2100,105.8,71.19,inkbird_lowest_internal,78.3,1,71.47,71.57,71.5,71.19,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:04.951+00:00,1.173,manual,Manual cook,temp,2100,106.2,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.49,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:05.452+00:00,1.674,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.49,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:06.452+00:00,2.674,manual,Manual cook,temp,2100,107.2,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.49,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:06.952+00:00,3.174,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.49,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:07.952+00:00,4.173,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.49,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:08.952+00:00,5.174,manual,Manual cook,temp,2100,107.2,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.48,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:09.452+00:00,5.674,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.48,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:09.952+00:00,6.174,manual,Manual cook,temp,2100,105.8,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.48,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:10.952+00:00,7.173,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,77.9,1,71.43,71.55,71.48,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:11.452+00:00,7.674,manual,Manual cook,temp,2100,106.7,71.16,inkbird_lowest_internal,78.8,1,71.43,71.55,71.48,71.16,71.6,1,375.0,100.0,100.0,0,NONE
2026-09-16T23:31:12.272+00:00,8.494,manual,Manual cook,idle,0,106.7,71.16,inkbird_lowest_internal,78.3,1,71.43,71.55,71.48,71.16,71.6,1,,0.0,0.0,0,STOPPED
